customer_id,tenure_months,gender,sessions_last_30d,avg_session_duration_min,items_in_wishlist,items_in_cart,days_since_last_purchase,total_purchases,total_spend_eur,returns_last_90d,used_promo_code,app_user,newsletter_subscriber,churn
3506f8e8-43d2-4773-bf80-4b5f765a140b,34,Female,22,17.94,21,4,85,38,3991.29,4,0,1,0,0
57623c32-5cea-4094-9614-99cc6e7e0195,19,Female,19,15.33,17,1,11,26,1069.42,1,0,1,1,0
604dd5f7-35d4-4f48-8f51-2116b22a3171,11,Female,0,1.0,0,0,252,7,448.65,0,0,1,1,1
cf800733-246f-400a-a938-9b422b4e9758,25,Female,23,11.37,15,2,42,41,3389.42,1,1,0,1,0
047cdc8b-fa8a-490e-ba2e-986529a60cec,45,Non-binary,39,20.78,31,5,63,41,2155.45,4,0,1,1,0
d716c3c0-daa0-43fc-935b-3596cce57ba6,2,Male,23,16.44,13,0,61,2,119.46,0,0,1,1,0
fc3c9251-8db3-4ad7-bc69-40ef8b31ade3,25,Female,13,9.62,17,1,118,46,4242.2,5,1,1,0,0
ac4095be-2085-4331-84d2-c0641e570e96,46,Male,3,6.05,25,0,57,67,4397.23,0,1,1,0,0
93de71f7-eeeb-44a6-9019-84e8a23a6429,43,Female,1,1.0,28,2,79,39,2219.35,2,1,1,1,0
de0ec31f-f586-4fef-9045-6aac7d25beac,30,Male,31,15.17,26,0,11,59,2385.54,1,0,1,1,0
cb5c99ad-503f-42e3-bdc9-0300ec5a5429,12,Male,6,1.58,5,0,44,22,1536.05,2,1,0,1,0
4fd5ad5f-0b11-48a1-85f9-b1831a3cc037,41,Male,26,20.58,32,2,28,25,2387.28,1,0,1,0,0
f9a9b9b2-70e4-4761-9272-8a139930eafe,39,Male,9,1.0,28,2,33,69,7016.8,3,1,1,1,0
1b6f4d30-d4f1-408c-91f2-9d1c0e49e35d,5,Female,12,6.23,12,0,335,8,860.9,0,1,1,0,1
0e17a7b3-bb75-4ee5-a63f-2cf242fd8f3b,24,Female,10,2.74,11,0,122,29,3167.14,0,1,0,0,0
a0ea6320-6cc7-4258-8780-ec4ef66d4b76,30,Male,33,14.95,16,1,15,42,2348.73,6,0,0,0,0
7abca64b-6076-4f2f-a8d3-192b510a5489,19,Non-binary,39,30.0,20,1,174,12,809.36,0,0,1,1,0
a08303dc-de62-42c7-83f7-240ce0165f8d,21,Female,1,1.0,9,0,82,30,2943.96,3,0,1,0,0
d8b6f5a1-5916-491e-b51c-78e0fc80f1ee,5,Female,1,1.0,7,0,79,4,203.66,0,1,1,0,0
c4e841b7-28e3-436c-88bb-a1d9ac859a1d,45,Female,37,11.31,36,3,86,67,7798.06,7,1,1,1,0
2ba09a7e-6a59-46c4-9ed6-1ac1836e5d09,18,Male,30,6.4,20,2,51,10,356.58,1,0,0,1,0
bb9e9ae6-62cc-4b50-ada6-7cccc71cd1e0,6,Female,38,26.95,10,1,72,6,429.49,0,1,1,0,0
5c9205b7-2c79-4801-afe3-debcf2ece499,28,Female,7,3.2,20,3,49,31,2247.56,3,1,1,0,0
fc3f68e6-304f-4bc9-96a4-05db2d671cf3,9,Non-binary,0,1.2,2,0,147,9,490.25,1,0,1,1,1
928b9462-1d9b-49e4-a76d-269b70bc06c0,16,Female,29,8.49,18,0,27,27,2168.4,1,0,0,0,0
91cc08c7-48ef-439f-a735-caca5ef83049,23,Male,20,12.7,11,1,22,36,2138.31,1,0,0,1,0
8f26db04-1a53-44ff-8e76-c5d166197694,3,Female,9,7.88,10,1,158,4,258.7,0,1,1,0,0
f150f3ae-d145-4f51-b20e-5da28a79b89d,11,Male,38,22.32,9,0,77,14,1031.32,1,0,1,0,0
1256a352-f00c-48e4-bd32-ec562c63f46d,42,Male,31,22.76,22,0,77,78,4532.9,0,0,1,0,0
a1505db7-47be-4515-a757-fb968a39f0f0,33,Male,33,25.52,18,0,24,54,3759.76,2,0,1,0,0
013c4a51-ff0e-4857-98d9-edd146bba08e,20,Female,35,26.26,26,2,51,11,1115.37,0,1,0,0,0
5f164bf7-10de-4a8d-a736-d382b16400b2,39,Non-binary,39,18.17,26,2,97,61,4939.7,2,1,1,0,0
efec3b67-7698-4282-ae29-884fb9202d83,6,Female,35,6.68,7,0,216,3,159.16,0,0,1,1,0
e150346e-2d1f-49f2-9bfa-cad1a8c3ef3e,9,Female,2,1.27,9,1,140,4,218.41,0,0,1,1,1
aab64002-74ae-4ddf-a6dc-526def9c7743,14,Male,21,11.2,8,0,119,24,2782.37,1,0,1,1,0
621ca073-ea04-41b4-a01e-e531fe060b1a,43,Non-binary,8,4.15,19,3,100,48,3142.42,5,0,1,0,0
bf344ff9-5189-43cf-94a7-f37cbee407f2,17,Male,16,5.73,12,0,52,12,701.52,1,0,0,1,0
cb721d32-ee1b-41d1-929f-2c8b1fcf8347,13,Female,24,6.12,18,3,131,13,731.58,1,1,1,0,0
0ad0f1a4-2910-485b-8f77-3b4168188c3d,23,Male,8,3.58,21,1,26,27,3002.0,3,1,1,0,0
c3e3ded1-166b-47bd-b300-292d8e98d087,45,Male,38,12.57,29,1,175,63,5609.79,1,0,1,0,0
f0771680-e921-4207-a840-9229e3798a52,1,Non-binary,39,12.94,4,0,87,1,71.33,0,0,1,1,0
e54a9dc5-056f-4961-9adf-d769ebe453f5,14,Male,2,1.0,6,0,58,13,968.39,0,0,1,1,0
620670b3-a5c0-4493-bf03-a597b653a480,44,Female,0,1.0,27,5,158,44,2285.32,2,0,1,0,1
b6b4e94d-219f-4b34-a563-6adef72967fc,43,Male,28,22.61,22,3,120,58,3951.35,2,0,1,0,0
2ea72e9e-aeb4-4c5a-a258-e0fe27f554d8,8,Male,6,5.51,8,0,68,6,618.31,0,1,0,1,0
117cc100-988c-4c81-b778-998e809c4fe1,4,Male,2,1.0,5,0,47,7,654.17,0,0,1,0,0
519cabf3-5ca8-43ad-a691-744bedefb48d,25,Female,14,5.92,24,2,219,24,1388.66,2,0,0,0,1
adc6d916-38b1-4529-94d3-25e81061f5ba,4,Female,31,23.2,6,1,121,7,300.08,0,0,0,0,0
0f4db1ef-ecb3-44b9-8108-05d26cabf198,13,Non-binary,21,4.0,12,0,267,14,1421.9,0,0,1,0,0
9ee10871-461e-466c-9345-6e8ab07abd85,1,Female,17,7.95,0,0,21,1,229.38,0,1,1,0,0
228ed8e4-b1e9-4ae3-8eab-f63863813205,5,Female,12,7.07,13,2,86,4,212.92,0,0,1,1,0
86f7e766-69c8-43f0-b4f4-cbf24527f30f,34,Male,39,26.63,19,3,198,59,6067.49,1,0,1,1,0
d3345322-0675-49bc-9ecc-2767a56603be,31,Female,3,2.76,11,1,159,40,2712.25,0,0,1,0,1
bd17a722-9494-4e0e-9a7e-c11a1d82be8a,39,Male,0,1.0,17,1,317,66,3447.8,0,0,1,0,1
5b5044ed-af21-4ea0-8578-f4f5bc517002,13,Male,37,15.78,21,2,106,13,1140.26,0,0,1,1,0
0bfc2ed4-4449-4b63-ab4a-44f018a9919b,27,Male,3,2.32,20,0,206,18,546.93,1,1,1,0,1
ce87de74-6cec-4f2b-8d66-719f46ff3631,47,Male,14,10.5,30,0,79,26,1739.9,3,1,1,1,0
fb264dfc-186b-4158-87dc-3982945ab6fa,18,Male,19,3.58,10,1,59,29,2668.23,0,0,1,0,0
a0bb760b-63b2-4fee-9bde-82603fc44507,27,Male,31,23.88,20,0,73,31,3416.93,0,1,1,1,0
f121b71c-b4a5-46c0-bc3d-958bae0f93f4,24,Male,13,7.17,11,0,77,26,1789.61,2,1,0,0,0
43de775a-26e1-42a4-b466-5aa1747f2722,47,Female,34,24.21,36,2,61,57,3049.5,5,0,0,0,0
2c2fd694-b24c-46f9-9377-e3b43ccfc9b4,27,Male,33,17.1,21,2,92,43,4551.52,0,0,1,1,0
123a27af-7897-427e-87e7-c888064aab11,37,Female,32,14.3,20,1,18,20,1681.33,1,0,1,0,0
24f70da3-1d62-4bc6-b5b4-9dfc8fd99e2f,8,Female,13,8.88,9,1,365,9,847.87,0,0,0,0,1
8590e6d5-1fca-48fb-9976-1805bf596cb9,4,Female,16,3.76,13,1,44,3,117.58,0,0,1,1,0
c6a49ba4-ef85-4a10-bc14-96a73d63db5f,46,Female,37,28.03,28,2,51,80,6446.29,1,0,0,0,0
2513925e-4f42-4d6e-83b9-e44939bf49d5,43,Male,35,24.91,27,2,116,63,6970.48,1,1,1,1,0
781bac42-ef5e-480c-a729-efc34e3f5a3d,16,Female,16,3.84,11,0,107,18,1329.24,0,1,1,1,0
ecc3739a-58b7-4fcf-b207-b778d32399a3,3,Female,31,4.37,11,0,53,2,178.25,0,0,1,0,0
7354a6e2-c6d3-434f-a21e-0e55d4ebc977,33,Female,18,14.32,20,1,71,58,6814.8,4,0,0,0,0
87561e0b-0971-4bb2-8483-e4089149886b,6,Female,6,1.29,12,1,116,7,469.44,0,0,1,0,0
71def64a-4bc0-44e0-90a8-3142d0f0b7ee,37,Male,25,11.14,19,0,27,42,2497.89,3,1,0,1,0
cfd25c61-2f8e-41a1-afb2-76078487f3e7,17,Male,37,26.06,22,3,60,12,543.97,1,1,1,1,0
8c00c28e-d9e5-4d4b-a169-fe7ae999801b,39,Female,35,6.92,26,0,158,36,3567.43,3,1,1,1,0
da25542d-e743-47ad-81ab-c5981b5f2077,44,Female,29,13.84,26,0,63,78,9076.52,3,1,1,1,0
80487e71-8d30-4b5b-953e-ac0e2d144a26,2,Female,8,3.17,1,0,125,1,20.41,0,0,1,1,0
d43d7dae-857c-4114-9418-b2b343853eb0,43,Female,24,17.91,21,2,174,66,6209.87,9,0,1,0,0
698ae0c8-8344-47ef-884e-2ca5756bede5,20,Male,5,5.66,11,1,102,34,1871.91,0,0,1,1,0
8e76f491-9088-42d2-be4c-8dfb0fae6eb5,22,Female,20,16.19,10,0,140,23,2500.64,2,1,1,1,0
15850d5f-6b06-4fe5-83b2-3d45f93cdfc1,25,Female,34,22.27,23,0,59,19,793.87,0,1,0,0,0
9bd54a6e-972b-490f-b39a-d4ff15301fd5,20,Female,15,7.25,17,0,25,15,793.9,0,1,0,0,0
18040e53-b0ad-4abc-a444-45ab01aac12d,31,Female,0,1.0,19,1,110,22,2036.17,3,1,1,0,1
ec1bdf63-87d7-43f7-b9a6-bb362c254f40,25,Female,18,6.86,13,0,17,33,2349.87,4,0,0,1,0
53f7a8c7-f532-475e-914f-3018f29d89f9,20,Female,17,11.39,17,0,81,28,3091.62,3,0,1,0,0
5c21ef47-da4f-42af-b578-26b87513195a,23,Female,15,4.53,23,0,168,26,2876.21,1,0,0,1,0
38b7fca0-6f7a-4ad7-905d-41aa065860a3,6,Female,7,2.32,12,1,21,8,1049.48,1,0,1,1,0
76f1536b-f7b3-46e1-b013-f683cc96fb54,37,Female,0,1.0,17,1,110,67,6978.01,1,1,1,1,0
a28a5093-f4e1-4acf-977a-4d8dc170abb8,13,Female,21,5.08,17,0,33,17,1623.9,2,0,0,0,0
d969d14b-efb1-4b38-95ed-a3d64ea71462,10,Male,16,7.79,10,1,235,15,678.03,0,1,1,0,1
fee5b145-02ec-4745-b807-d4cec992390d,35,Female,14,8.7,25,1,25,23,2518.62,0,0,1,0,0
8b3ff86c-649d-4b63-929f-68a934a73410,8,Female,19,4.06,12,1,58,9,696.61,0,1,0,1,0
1e3f7655-362d-46f7-be1b-57b4682edd9e,3,Male,15,1.93,1,0,35,3,148.04,0,0,0,1,0
97d2029b-1442-46fe-a0fd-44f11ec85d48,5,Non-binary,13,4.47,7,0,155,6,500.53,0,0,1,1,0
c4d78269-8e43-4702-b6f1-3177f5d03c5d,43,Female,26,13.6,29,3,61,66,2230.12,5,1,1,0,0
e604468c-47b1-4d6a-a5ab-83a9ed0cedbf,17,Male,18,7.56,16,1,160,28,3085.9,0,0,0,0,0
cb82ae5e-8f01-4ce0-99c9-9620cfcc8fc5,17,Female,3,1.54,4,0,49,32,2053.89,1,1,1,0,0
b1dcb7cc-6337-4223-9287-431899830409,17,Male,29,8.68,14,1,84,19,1492.44,0,0,1,0,0
8088c06a-b895-4cb1-9fce-ac0809453bf3,4,Male,24,9.88,11,0,56,7,181.1,0,0,1,0,0
e2fd7e4c-1648-4ade-a94c-19dc78641082,8,Male,30,15.68,5,0,70,6,607.21,0,1,1,0,0
bb08bbb9-0e3a-44e8-a26a-368f9a494935,22,Female,31,17.31,22,4,275,11,418.08,1,1,0,1,1
e010a841-eb76-4a2e-84bc-45d68f7b5464,12,Male,29,22.29,9,0,134,10,433.94,1,1,1,0,0
12365799-7a87-4fe7-aa92-d3570451d70f,10,Male,18,8.07,3,0,34,15,1292.51,1,1,1,1,0
52894493-2573-40ae-b2ec-837cf503dc48,28,Female,2,1.0,17,2,148,41,2940.03,2,1,0,1,1
697c27e3-acdc-4ff5-a062-023ba52f7768,4,Female,5,1.0,7,1,98,3,128.5,0,1,1,0,0
2ee8071d-5f2c-4cf8-8cb3-42a9962c6afe,7,Female,13,8.72,6,0,10,6,289.59,0,0,1,1,0
f17d4281-855d-4e63-9cce-4396c95df622,42,Male,34,24.73,24,1,55,26,1740.68,0,1,1,0,0
d9348244-7052-42ec-8a7e-2ac3f3e4a97e,10,Female,34,7.95,14,0,6,11,1017.19,1,0,1,0,0
4e6cdc7b-12d7-4b65-bad6-019786d31749,33,Female,18,4.55,17,2,71,58,3513.87,8,0,1,1,0
480ae25d-7abf-4c2e-9599-0219ee79f669,23,Male,8,6.89,13,1,27,20,2177.31,1,0,1,0,0
a47c887b-48de-41e6-94ca-66c5a52577af,42,Female,11,9.45,27,2,74,72,8154.72,6,0,1,0,0
60dba807-8561-43d9-a983-c24db8aa52d5,18,Female,8,6.26,8,0,219,33,3458.34,4,0,0,1,1
734a2788-e64a-41a9-a085-1f6973502efb,2,Female,13,12.01,9,0,39,1,20.0,0,0,0,1,0
942a4b2c-aaa7-4174-a887-47a914d7b409,18,Male,29,23.25,21,1,176,22,2028.71,1,0,1,1,0
6ce6d803-0e44-4065-8ac6-b6788c56836c,28,Female,6,1.0,10,1,39,32,2301.82,4,0,1,0,0
7282e8f7-4ee9-4384-8e8a-417f9aac59f3,42,Female,5,1.0,26,3,84,42,4127.27,2,1,1,1,0
912de4c3-99e1-4cf4-983c-526da1284cad,31,Male,39,17.19,32,4,213,51,4829.34,3,1,1,1,0
88dcaeb4-29a7-474a-a801-c1726d0dd65b,35,Male,8,1.75,16,1,264,21,763.5,1,0,1,1,1
1f77e8b3-aed1-4cf6-beb6-2a93dc2b39b2,37,Female,39,16.51,35,0,121,27,2777.66,1,1,1,1,0
e7db7562-6779-4f7d-92bd-4a2f05474a86,22,Female,26,15.38,12,1,72,34,4047.82,2,0,1,1,0
c15b4da0-1154-4e85-83f8-ceac0064b4d7,30,Female,22,17.06,22,1,49,35,2235.14,1,1,1,0,0
ad8b77ad-1b7d-4414-a703-5d6b56eb6e66,11,Female,15,2.31,8,1,96,6,648.78,0,1,1,0,0
dd9cbe39-f791-4100-b1da-7894fbe7db80,8,Male,12,10.39,15,1,53,4,204.62,0,1,1,1,0
03072047-b8f2-4cc2-966e-c7b7d5ad0046,5,Male,14,3.4,10,0,80,6,624.78,0,0,0,1,0
77d28d6f-43e6-49ba-8814-9e2265ee3e80,29,Female,2,1.0,10,0,131,17,1218.28,0,0,0,1,1
53095186-fa1f-4d8a-a47b-25a2c46ebcff,42,Non-binary,39,16.86,25,4,140,52,6200.89,2,0,1,1,0
5d798b1f-edc3-4b3e-b9ee-c8d1f1178aa2,27,Male,27,22.7,22,3,100,39,2798.1,1,0,1,0,0
262f1b59-95f8-4cd4-9c14-ba0ed06c7832,1,Female,27,5.76,1,0,55,1,34.55,0,0,0,1,0
6de94a47-a103-42e7-a378-2b8d2ec43fe3,15,Male,24,18.45,7,0,122,11,1173.17,0,0,1,0,0
257cb5b1-58f4-4a4f-9b7c-297003ae9cab,5,Male,24,21.23,15,0,50,9,588.1,0,0,0,0,0
2eaa92e2-9362-4806-9779-1a3a9a58a78e,12,Female,27,7.36,12,0,52,13,894.05,1,1,1,0,0
e16a852b-0c43-4933-bef4-cc6db216047c,14,Female,16,7.01,7,1,107,26,2089.92,3,1,0,1,0
f2c8d1c7-f196-44a5-af3b-62fcad9b6d78,37,Male,36,11.94,23,2,45,18,1964.86,0,0,1,1,0
9d2ea1f5-b2b4-4543-98de-13b2aafd8f95,37,Female,21,10.34,18,2,96,21,2586.03,0,1,1,1,0
ace5c61a-1e41-47e7-b349-0ababc02a1d0,31,Male,32,15.94,27,5,54,54,5191.62,4,1,1,1,0
0c93562f-1f68-40e6-b441-24ae6041f85c,34,Male,23,16.03,21,0,72,33,1233.15,2,0,1,0,0
af1bf174-8696-4d2d-a449-900bba8fa023,6,Female,35,21.08,14,2,51,11,1316.92,0,1,1,1,0
c17a7825-f361-4ab4-a4cd-d802018eb670,20,Male,19,13.21,16,0,26,26,1847.59,1,1,1,0,0
62744994-1666-4227-a0ec-9b1c6bbdaf39,16,Male,24,11.87,20,2,118,13,902.68,0,1,1,1,0
518ca27e-6887-4ed6-aece-a30459cd0f0a,2,Male,3,1.0,0,0,86,2,149.22,0,0,0,0,1
a191af0b-f0df-443a-aa28-5c952c6a8a30,20,Male,8,6.62,15,2,75,28,1668.36,3,1,1,1,0
9e4dc0f7-add4-402a-85aa-2e2e3fcc0deb,13,Non-binary,39,28.64,23,2,53,7,643.92,0,0,1,0,0
908ebf23-2e16-48ed-b32d-e82ca4375fd2,6,Female,20,7.59,9,0,62,7,620.13,0,1,0,1,0
5d4687c5-aaa0-4bc3-ac4d-3a8e779075b0,12,Female,5,1.0,7,0,125,12,1332.22,0,0,1,0,0
96d2c494-38ab-40bf-a903-e12ed2134361,3,Female,15,5.41,4,0,60,2,20.0,0,1,1,0,0
dcef5ecc-2887-4612-bfb1-931ff1ab9842,12,Male,30,11.01,9,0,164,12,449.47,0,1,0,1,0
60b4f0fa-13a4-48fd-9098-a1c9d0b28810,12,Female,39,17.86,13,1,77,13,1147.36,1,0,1,1,0
3de08be6-7ec0-401d-9510-9bd16a982c45,19,Female,28,8.22,15,0,126,10,366.12,0,0,1,1,0
5521fc42-246f-4a25-95a7-b5195008fbf2,15,Male,18,13.07,7,0,157,14,1209.33,1,0,1,0,0
94387ccd-3596-4f6a-bd69-67b201517cc1,4,Female,8,1.29,3,0,117,3,20.0,0,0,0,1,0
246ac0c2-2830-4ed4-ba2e-7c6899adc09e,40,Female,1,1.0,15,2,90,38,1950.82,4,0,1,1,1
62d7a575-1f64-45d2-8824-8fb735d1a757,32,Male,25,18.24,23,4,95,51,1920.64,1,0,1,0,0
9bb9895e-e034-4a96-a8cc-6061bd95d267,44,Female,39,24.87,24,4,26,62,4563.61,4,1,1,0,0
60e6f47c-070b-4f12-8f72-d342e4543bf4,33,Male,32,24.34,25,2,108,38,1218.05,5,0,1,0,0
cd360e9e-c751-4162-9405-4337133f81ea,45,Male,32,18.18,34,3,44,84,5593.12,10,1,0,0,0
68e44afe-c496-4847-9fee-c9f5279ef0b2,39,Male,20,3.43,26,3,309,43,2805.45,3,1,1,0,1
b6f217e7-b692-411e-be96-b50937fd5782,12,Female,35,22.93,11,0,99,23,1765.89,1,1,0,0,0
736d247e-f491-455e-9b8a-047175abe7ed,5,Female,36,15.86,10,0,70,6,182.44,0,1,0,0,0
ab49251f-a3b3-4b3d-a4b3-979f90768f61,39,Female,7,5.29,22,3,91,75,7597.05,10,1,1,1,1
a3f30167-befb-4f49-8f79-dc1a1b9306bb,35,Female,23,14.11,26,5,37,56,3800.5,3,0,1,0,0
a4db8ad8-c9f0-40ae-9de0-38ff4307b0a1,10,Female,7,1.0,2,0,128,18,515.04,0,0,1,1,0
6f496131-a807-41c5-a77b-03cd5be40cbc,10,Male,10,3.71,7,0,43,8,283.54,0,1,1,1,0
d53aa853-5823-4339-b8d7-2fe06fbf978a,40,Male,26,16.01,20,2,47,75,7164.41,10,0,1,0,0
1324b58d-6e8d-4dd7-b428-0b51b7b2cba2,33,Female,23,3.0,30,0,52,43,1660.81,4,0,0,0,0
9e1ef6d4-921d-4ab0-8025-2032f30bfa01,43,Female,30,7.9,30,0,58,77,3526.4,0,0,0,0,0
24c23016-6017-4dc2-8bf7-6682977f6c4d,24,Male,22,14.72,17,1,67,39,3600.91,5,0,0,1,0
3fd27d63-8589-456b-9fdc-fb4e4a4ec887,36,Female,18,9.6,19,0,16,29,1216.73,0,1,1,0,0
2943d2af-1bef-470f-8fc7-32776aa88b96,47,Female,35,4.22,37,6,79,77,4735.6,7,1,1,1,0
e110e9a7-0223-47da-8e88-4b3303da5b95,25,Male,17,8.24,24,3,75,40,2668.67,2,0,0,1,0
bc0ef411-4e6b-4c42-9649-6684a737bf04,5,Female,17,6.86,13,0,86,8,946.93,0,1,1,1,0
38fdee66-5372-4023-a0d1-db9c8756f189,3,Non-binary,30,16.03,7,0,112,5,274.97,0,1,1,1,0
7ec4c176-8a18-43b8-977a-d877ae6572e2,5,Male,32,18.83,3,0,47,9,448.98,0,1,0,1,0
1f3a2a65-f691-42ca-8761-f490970e873a,3,Female,38,10.88,14,0,106,4,187.34,0,0,0,1,0
ede0d29c-c1f9-47d0-8019-9643f25be0e4,15,Female,10,8.71,17,3,112,11,921.69,1,0,1,1,0
6c83711b-5c69-4dc8-a636-c9f375f461d6,14,Female,16,8.72,15,0,107,9,878.15,0,0,0,0,0
be7254e5-296d-4f68-9665-e7bd6b644af1,43,Male,14,1.43,22,3,34,24,2085.77,2,0,1,0,0
